Reporting Starts,Reporting Ends,Ad Name,Delivery,Results,Result Indicator,Reach,Cost per Results,Amount Spent (USD),Website Conversions,Cost per Website Conversion (USD),Impressions,"CPM (Cost per 1,000 Impressions) (USD)"
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,876,18.3,18.3,11,1.663636364,1185,15.44303797
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,809,,41.57,,,1571,26.46085296
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,2627,31.14,62.28,15,4.152,2682,23.22147651
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,3332,,77.21,5,15.442,3388,22.7892562
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,13,actions:offsite_conversion.fb_pixel_purchase,2483,5.663076923,73.62,66,1.115454545,2851,25.82251841
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,14,actions:offsite_conversion.fb_pixel_purchase,1739,5.242142857,73.39,76,0.965657895,2510,29.23904382
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,103,,2.29,,,103,22.23300971
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3999,24.61333333,73.84,42,1.758095238,4357,16.9474409
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,399,23.555,47.11,17,2.771176471,965,48.81865285
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,10,actions:offsite_conversion.fb_pixel_purchase,6894,12.908,129.08,100,1.2908,7749,16.65763324
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,2684,40.71,40.71,18,2.261666667,2992,13.60628342
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,2323,,41.92,9,4.657777778,2385,17.57651992
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,1969,,46.53,3,15.51,2231,20.85611833
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,3,actions:offsite_conversion.fb_pixel_purchase,6740,21.07333333,63.22,29,2.18,7032,8.99032992
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,572,6.53,13.06,3,4.353333333,586,22.28668942
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,5,actions:offsite_conversion.fb_pixel_purchase,3895,11.918,59.59,34,1.752647059,4112,14.49173152
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,426,6.805,13.61,7,1.944285714,489,27.83231084
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,1041,12.68,12.68,3,4.226666667,1045,12.13397129
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,665,12.31,12.31,7,1.758571429,682,18.04985337
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,722,,12.64,1,12.64,733,17.24420191
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,394,,11.91,,,422,28.22274882
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,,,472,,13.41,,,542,24.74169742
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,271,15.24,15.24,12,1.27,340,44.82352941
9/20/2011,4/25/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,513,13.52,13.52,4,3.38,535,25.27102804
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,,,292,,33.18,,,619,53.60258481
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,2,actions:offsite_conversion.fb_pixel_purchase,294,11.465,22.93,2,11.465,1434,15.9902371
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,14,actions:offsite_conversion.fb_pixel_purchase,16568,14.99642857,209.95,14,14.99642857,17976,11.6794615
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,287,actions:offsite_conversion.fb_pixel_purchase,16687,5.272961672,1513.34,336,4.503988095,125506,12.05790958
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,4,actions:offsite_conversion.fb_pixel_purchase,2546,6.13,24.52,4,6.13,2597,9.441663458
9/20/2011,4/25/2017,Medal - Bean Runner,inactive,1,actions:offsite_conversion.fb_pixel_purchase,2282,34.23,34.23,1,34.23,2418,14.15632754
9/20/2011,4/25/2017,Medal - Sunset,inactive,30,actions:offsite_conversion.fb_pixel_purchase,39208,13.24266667,397.28,30,13.24266667,47694,8.329768944
9/20/2011,4/25/2017,Dream Medal - Medal + Mug,inactive,29,actions:offsite_conversion.fb_pixel_purchase,14796,9.895517241,286.97,62,4.628548387,19739,14.53822382
9/20/2011,4/25/2017,Dream Medal - Medal + Mug,inactive,27,actions:offsite_conversion.fb_pixel_purchase,10884,6.928888889,187.08,98,1.908979592,15394,12.1527868
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,196,actions:offsite_conversion.fb_pixel_purchase,47143,6.204081633,1216,258,4.713178295,124986,9.729089658
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,14,actions:offsite_conversion.fb_pixel_purchase,1473,2.585714286,36.2,14,2.585714286,2553,14.17939679
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,6,actions:offsite_conversion.fb_pixel_purchase,3293,5.171666667,31.03,6,5.171666667,3425,9.059854015
9/20/2011,4/25/2017,Medal - Bean Runner,inactive,9,actions:offsite_conversion.fb_pixel_purchase,6844,6.605555556,59.45,9,6.605555556,8656,6.868068392
9/20/2011,4/25/2017,Medal - Sunset,inactive,33,actions:offsite_conversion.fb_pixel_purchase,19268,7.917575758,261.28,33,7.917575758,32798,7.966339411
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,,,471,,18.53,,,642,28.86292835
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,1,actions:offsite_conversion.fb_pixel_purchase,962,90.98,90.98,1,90.98,3859,23.57605597
9/20/2011,4/25/2017,Medal - Bean Runner,inactive,,,207,,8.59,,,287,29.93031359
9/20/2011,4/25/2017,Medal - Sunset,inactive,3,actions:offsite_conversion.fb_pixel_purchase,967,38.75333333,116.26,3,38.75333333,5880,19.77210884
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,5,actions:offsite_conversion.fb_pixel_purchase,1195,23.048,115.24,5,23.048,4293,26.84369904
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,,,1008,,23.59,,,1942,12.14727085
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,8,actions:offsite_conversion.fb_pixel_purchase,715,4.15875,33.27,8,4.15875,1013,32.84304047
9/20/2011,4/25/2017,Medal - Bean Runner,inactive,11,actions:offsite_conversion.fb_pixel_purchase,1088,12.95272727,142.48,11,12.95272727,5791,24.60369539
9/20/2011,4/25/2017,Medal - Sunset,inactive,14,actions:offsite_conversion.fb_pixel_purchase,1059,9.039285714,126.55,14,9.039285714,4176,30.30411877
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,16,actions:offsite_conversion.fb_pixel_purchase,17992,14.454375,231.27,16,14.454375,19655,11.76647164
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,15,actions:offsite_conversion.fb_pixel_purchase,2586,17.45666667,261.85,15,17.45666667,16965,15.43471854
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,11,actions:offsite_conversion.fb_pixel_purchase,1172,2.536363636,27.9,11,2.536363636,1567,17.8047224
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,,,2007,,25.72,,,2061,12.47937894
9/20/2011,4/25/2017,Medal - Bean Runner,inactive,7,actions:offsite_conversion.fb_pixel_purchase,1850,10.43571429,73.05,7,10.43571429,4420,16.52714932
9/20/2011,4/25/2017,Medal - Bean Runner,inactive,10,actions:offsite_conversion.fb_pixel_purchase,19100,19.609,196.09,10,19.609,22428,8.743088996
9/20/2011,4/25/2017,Medal - Sunset,inactive,7,actions:offsite_conversion.fb_pixel_purchase,11384,31.45428571,220.18,7,31.45428571,12189,18.06382804
9/20/2011,4/25/2017,Medal - Sunset,inactive,41,actions:offsite_conversion.fb_pixel_purchase,2334,4.611463415,189.07,41,4.611463415,11699,16.16121036
9/20/2011,4/25/2017,Medal - Sunset,inactive,,,2,,0,,,2,0
9/20/2011,4/25/2017,Early-Bird Close - Full Swag,inactive,,,881,,14.62,,,884,16.53846154
9/20/2011,4/25/2017,Medal - Bean Runner,inactive,2,actions:offsite_conversion.fb_pixel_purchase,4136,30.045,60.09,2,30.045,4276,14.05285313
9/20/2011,4/25/2017,Medal - Sunset,inactive,8,actions:offsite_conversion.fb_pixel_purchase,17459,32.03625,256.29,8,32.03625,18477,13.87075824
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,,,901,,52.31,,,2075,25.20963855
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,3,actions:offsite_conversion.fb_pixel_purchase,8351,36.63,109.89,4,27.4725,9873,11.13035552
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,3,actions:offsite_conversion.fb_pixel_purchase,320,6.453333333,19.36,3,6.453333333,535,36.18691589
9/20/2011,4/25/2017,Dream Medal - Medal + Mug,inactive,12,actions:offsite_conversion.fb_pixel_purchase,15980,11.5675,138.81,25,5.5524,17224,8.059103576
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,485,actions:offsite_conversion.fb_pixel_purchase,275326,5.174020619,2509.4,522,4.807279693,540155,4.645703548
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,53,actions:offsite_conversion.fb_pixel_purchase,8347,8.459245283,448.34,55,8.151636364,39106,11.46473687
9/20/2011,4/25/2017,Dream Medal - Medal + Mug,inactive,8,actions:offsite_conversion.fb_pixel_purchase,15600,16.2525,130.02,23,5.653043478,16704,7.783764368
9/20/2011,4/25/2017,Dream Package - Full Swag,inactive,52,actions:offsite_conversion.fb_pixel_purchase,58461,9.759230769,507.48,61,8.319344262,68968,7.358195105
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,2,actions:offsite_conversion.fb_pixel_purchase,1805,21.32,42.64,3,14.21333333,2054,20.75949367
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,,,670,,30.64,,,1168,26.23287671
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3643,22.38666667,67.16,8,8.395,4195,16.00953516
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3286,22.38,67.14,6,11.19,3953,16.98456868
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,5,actions:offsite_conversion.fb_pixel_purchase,4142,13.518,67.59,7,9.655714286,4613,14.65207024
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,,,868,,59.71,1,59.71,2525,23.64752475
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,5,actions:offsite_conversion.fb_pixel_purchase,1518,13.234,66.17,24,2.757083333,3112,21.26285347
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,5,actions:offsite_conversion.fb_pixel_purchase,2995,13.858,69.29,22,3.149545455,4322,16.03192966
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,,,414,,59.04,,,1457,40.52161977
9/20/2011,4/25/2017,Full Swag - Holiday Cheer,inactive,21,actions:offsite_conversion.fb_pixel_purchase,21524,8.606190476,180.73,52,3.475576923,25711,7.029287076
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,,,988,,61.78,,,2637,23.42813804
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,15,actions:offsite_conversion.fb_pixel_purchase,7898,9.863333333,147.95,17,8.702941176,14824,9.980437129
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,28,actions:offsite_conversion.fb_pixel_purchase,20944,9.279285714,259.82,36,7.217222222,28924,8.982851611
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,4514,18.30666667,54.92,3,18.30666667,5497,9.99090413
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,24,actions:offsite_conversion.fb_pixel_purchase,2485,5.195,124.68,34,3.667058824,10254,12.1591574
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,15,actions:offsite_conversion.fb_pixel_purchase,5654,10.82666667,162.4,29,5.6,13090,12.40641711
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,1,actions:offsite_conversion.fb_pixel_purchase,889,43.42,43.42,4,10.855,2396,18.12186978
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,27,actions:offsite_conversion.fb_pixel_purchase,436,3.671851852,99.14,31,3.198064516,2721,36.43513414
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,19,actions:offsite_conversion.fb_pixel_purchase,12995,11.30157895,214.73,37,5.803513514,28383,7.565444104
9/20/2011,4/25/2017,Medal - Toystore - Holiday Cheer,inactive,37,actions:offsite_conversion.fb_pixel_purchase,35688,8.17972973,302.65,45,6.725555556,51126,5.919688612
9/20/2011,4/25/2017,Swag - Last Chance - Image 2,inactive,,,259,,10.71,,,269,39.81412639
9/20/2011,4/25/2017,Swag - Last Chance 2,inactive,,,118,,1.39,,,118,11.77966102
9/20/2011,4/25/2017,Medal - Last Chance - Image 2,inactive,,,816,,14.34,,,832,17.23557692
9/20/2011,4/25/2017,Medal - Last Chance,inactive,,,352,,3.83,,,352,10.88068182
9/20/2011,4/25/2017,Swag - Last Chance - Image 2,inactive,,,455,,6.28,,,470,13.36170213
9/20/2011,4/25/2017,Swag - Last Chance,inactive,,,1093,,16.99,,,1128,15.06205674
9/20/2011,4/25/2017,Medal + Charity #2,inactive,6,actions:offsite_conversion.fb_pixel_purchase,7107,18.665,111.99,6,18.665,7787,14.38166174
9/20/2011,4/25/2017,Medal + Charity #1,inactive,2,actions:offsite_conversion.fb_pixel_purchase,4260,42.335,84.67,2,42.335,4923,17.19886248
9/20/2011,4/25/2017,Medal - Park,inactive,2,actions:offsite_conversion.fb_pixel_purchase,884,35.225,70.45,2,35.225,2535,27.79092702
9/20/2011,4/25/2017,Medal - Emoji Girls,inactive,,,298,,11.3,,,365,30.95890411
9/20/2011,4/25/2017,Medal - Space,inactive,8,actions:offsite_conversion.fb_pixel_purchase,4430,9.37375,74.99,8,9.37375,5171,14.50203056
9/20/2011,4/25/2017,Medal - Space,inactive,10,actions:offsite_conversion.fb_pixel_purchase,2329,7.453,74.53,10,7.453,3695,20.17050068
9/20/2011,4/25/2017,Medal + Charity,inactive,,,313,,7.63,,,328,23.26219512
9/20/2011,4/25/2017,Medal + Emojis,inactive,9,actions:offsite_conversion.fb_pixel_purchase,2826,10.59444444,95.35,9,10.59444444,5909,16.1364021
9/20/2011,4/25/2017,Medal + Park,inactive,1,actions:offsite_conversion.fb_pixel_purchase,1497,38.13,38.13,1,38.13,2133,17.87623066
9/20/2011,4/25/2017,Medal - Emoji Girls,inactive,9,actions:offsite_conversion.fb_pixel_purchase,1794,12.95777778,116.62,9,12.95777778,5044,23.12053925
9/20/2011,4/25/2017,Medal - Park,inactive,16,actions:offsite_conversion.fb_pixel_purchase,2409,19.000625,304.01,16,19.000625,14043,21.64850815
9/20/2011,4/25/2017,Medal - Park,inactive,80,actions:offsite_conversion.fb_pixel_purchase,66272,9.701,776.08,80,9.701,98841,7.85180239
9/20/2011,4/25/2017,Medal - Emoji Girls,inactive,5,actions:offsite_conversion.fb_pixel_purchase,4011,10.062,50.31,5,10.062,5296,9.499622356
9/20/2011,4/25/2017,Medal - Space,inactive,3,actions:offsite_conversion.fb_pixel_purchase,5181,22.51333333,67.54,3,22.51333333,5577,12.11045365
9/20/2011,4/25/2017,Medal - Park,inactive,72,actions:offsite_conversion.fb_pixel_purchase,80016,9.696111111,698.12,72,9.696111111,120226,5.806730657
9/20/2011,4/25/2017,Medal - Emoji Girls,inactive,22,actions:offsite_conversion.fb_pixel_purchase,19931,8.285909091,182.29,22,8.285909091,26695,6.828619592
9/20/2011,4/25/2017,Challenge Dash - Website Conversions - Image 1,inactive,13,actions:offsite_conversion.fb_pixel_purchase,10523,9.734615385,126.55,13,9.734615385,15456,8.187758799
9/20/2011,4/25/2017,Emoji Run - Charity + Swag #2,inactive,19,actions:offsite_conversion.fb_pixel_purchase,7540,8.676315789,164.85,19,8.676315789,14914,11.05337267
9/20/2011,4/25/2017,Emoji Run - Charity + Swag #1,inactive,41,actions:offsite_conversion.fb_pixel_purchase,16164,6.648780488,272.6,46,5.926086957,33295,8.187415528
9/20/2011,4/25/2017,TPR 2016 - 10% Off [2],inactive,1,actions:offsite_conversion.fb_pixel_purchase,4688,47.27,47.27,21,2.250952381,4767,9.916089784
9/20/2011,4/25/2017,TPR 2016 - 10% Off  [1],inactive,13,actions:offsite_conversion.fb_pixel_purchase,6641,5.754615385,74.81,318,0.235251572,8475,8.827138643
9/20/2011,4/25/2017,The Puppy Run April 2016 - Weekend Only,inactive,,,2327,,30,54,0.555555556,2879,10.42028482
9/20/2011,4/25/2017,Vintage 3 - Logo,inactive,,,1533,,23.7,4,5.925,1594,14.86825596
9/20/2011,4/25/2017,Vintage 2 - Logo,inactive,7,actions:offsite_conversion.fb_pixel_purchase,6310,10.94285714,76.6,7,10.94285714,6742,11.36161376
9/20/2011,4/25/2017,Vintage 1 - Logo,inactive,5,actions:offsite_conversion.fb_pixel_purchase,5348,15.296,76.48,5,15.296,5982,12.78502173
9/20/2011,4/25/2017,Americana Run - Conversions #2,inactive,12,actions:offsite_conversion.fb_pixel_purchase,5886,8.333333333,100,12,8.333333333,7303,13.69300288
9/20/2011,4/25/2017,Challenge Dash - Website Conversions - Image 2,inactive,7,actions:offsite_conversion.fb_pixel_purchase,3499,8.081428571,56.57,9,6.285555556,5060,11.1798419
9/20/2011,4/25/2017,Challenge Dash - Website Conversions - Image 3,inactive,45,actions:offsite_conversion.fb_pixel_purchase,21452,9.228222222,415.27,50,8.3054,41179,10.08450909
9/20/2011,4/25/2017,Default name - Website Conversions,inactive,5,actions:offsite_conversion.fb_pixel_purchase,1603,3.84,19.2,6,3.2,1946,9.8663926
9/20/2011,4/25/2017,Default name - Website Clicks,inactive,8,actions:link_click,1122,2.3225,18.58,,,1167,15.92116538
9/20/2011,4/25/2017,Challenge Dash - Website Conversions - Image 4,inactive,,,111,,1.54,,,133,11.57894737
9/20/2011,4/25/2017,Challenge Dash - Website Conversions - Image 1,inactive,2,actions:offsite_conversion.fb_pixel_purchase,2816,13.31,26.62,2,13.31,3647,7.299149986
9/20/2011,4/25/2017,Lincoln - Logo,inactive,,,451,,4.93,,,460,10.7173913
9/20/2011,4/25/2017,Liberty - Logo,inactive,3,actions:offsite_conversion.fb_pixel_purchase,1249,5.273333333,15.82,3,5.273333333,1296,12.20679012
9/20/2011,4/25/2017,Rushmore - Logo,inactive,,,235,,2.47,,,237,10.42194093
9/20/2011,4/25/2017,TPR 2016 - 10% Off  [3],inactive,3,actions:offsite_conversion.fb_pixel_purchase,753,3.23,9.69,8,1.21125,875,11.07428571
9/20/2011,4/25/2017,TPR 2016 - 10% Off [4],inactive,2,actions:offsite_conversion.fb_pixel_purchase,1474,7.72,15.44,13,1.187692308,1598,9.662077597
9/20/2011,4/25/2017,The Puppy Run April 2016 - V4,inactive,15,actions:offsite_conversion.custom.1066514856764951,577,0.265333333,3.98,16,0.24875,871,4.56946039
9/20/2011,4/25/2017,The Puppy Run - V3,inactive,129,actions:offsite_conversion.custom.1066514856764951,5204,0.457829457,59.06,130,0.454307692,7166,8.241696902
9/20/2011,4/25/2017,The Puppy Run April 2016 - Mountain V2,inactive,4,actions:offsite_conversion.custom.1066514856764951,406,0.7775,3.11,4,0.7775,480,6.479166667
9/20/2011,4/25/2017,The Puppy Run April 2016 - Mountain,inactive,94,actions:offsite_conversion.custom.1066514856764951,3325,0.322765957,30.34,94,0.322765957,6557,4.627116059
9/20/2011,4/25/2017,The Puppy Run April 2016 - 1-week,inactive,102,actions:offsite_conversion.custom.1066514856764951,3764,0.359607843,36.68,102,0.359607843,6896,5.319025522
9/20/2011,4/25/2017,The Puppy Run April 2016,inactive,58,actions:offsite_conversion.custom.1066514856764951,3629,0.632241379,36.67,60,0.611166667,4257,8.614047451
9/20/2011,4/25/2017,TPR 2016 - Special,rejected,,,482,,1.3,12,0.108333333,524,2.480916031
9/20/2011,4/25/2017,pi5k.com - Website Conversions,inactive,1,actions:offsite_conversion.registration,2625,35.91,35.91,1,35.91,2977,12.06247901
9/20/2011,4/25/2017,thefitfamchallenge.com - Website Conversions - Have Fun with Friends and Family,inactive,,,1877,,29.06,,,2214,13.12556459
9/20/2011,4/25/2017,564989670222757 - Post Engagement - Sponsored Stories,rejected,,,475,,4.42,,,1040,4.25
9/20/2011,4/25/2017,Post: /gametiime/posts/564989670222757,rejected,,,254,,0.84,,,254,3.307086614
9/20/2011,4/25/2017,Post: /gametiime/posts/564989670222757 to friends of fans,rejected,,,1294,,4.22,,,1298,3.251155624
9/20/2011,4/25/2017,564989670222757 - Post Engagement - Ad,rejected,,,3941,,40.58,,,4688,8.656143345
9/20/2011,4/25/2017,Post: /gametiime/posts/564989670222757 to fans,rejected,,,654,,4.94,,,686,7.201166181
9/20/2011,4/25/2017,Post: /gametiime/posts/564308376957553,rejected,,,265,,1.07,,,265,4.037735849
9/20/2011,4/25/2017,Post: /gametiime/posts/564308376957553 to friends of fans,rejected,,,3822,,9.27,,,3830,2.420365535
9/20/2011,4/25/2017,Post: /gametiime/posts/564308376957553 to fans,rejected,,,653,,4.66,,,687,6.783114993
9/20/2011,4/25/2017,Post: /gametiime/posts/10102796581056048 to fans,rejected,,,6,,0.02,,,6,3.333333333
9/20/2011,4/25/2017,Post: /gametiime/posts/10102796581056048 to others,rejected,,,6593,,14.98,,,6593,2.27210678
9/20/2011,4/25/2017,Post: /doggydashers/posts/1482133448775937 to your ad's audience,rejected,,,25,,0.13,,,25,5.2
9/20/2011,4/25/2017,Post: /thepuppyrun/posts/1637446083140631 to your ad's audience,rejected,6,actions:post_engagement,380,0.323333333,1.94,,,380,5.105263158
9/20/2011,4/25/2017,Post: /thepuppyrun/posts/1636490546569518 to your ad's audience,rejected,5,actions:post_engagement,439,0.346,1.73,,,440,3.931818182
9/20/2011,4/25/2017,Post: /gametiime/posts/562959653759092 to friends of fans,rejected,,,794,,3.32,,,796,4.170854271
9/20/2011,4/25/2017,Post: /gametiime/posts/562959653759092 to fans,rejected,,,281,,1.63,,,285,5.719298246
9/20/2011,4/25/2017,Post: /gametiime/posts/562959653759092,rejected,,,20,,0.05,,,20,2.5
9/20/2011,4/25/2017,Gametiime - Likes - Ad,inactive,,,29480,,95.11,,,68376,1.390985141
9/20/2011,4/25/2017,Gametiime,inactive,,,57410,,143.94,,,259692,0.554271984
9/20/2011,4/25/2017,http://gametiime.com - Men Summer,inactive,,,1081,,0.48,,,2460,0.195121951
9/20/2011,4/25/2017,http://gametiime.com - Women Summer,inactive,,,14380,,16.73,,,79686,0.20994905
